contador, fecha, hora, temperatura_lata, temperatura_ambiente
515, 21-6-2019, 0:32:24, 28.94, 27.86
516, 21-6-2019, 0:33:25, 29.00, 27.86
517, 21-6-2019, 0:34:26, 28.87, 27.86
518, 21-6-2019, 0:35:27, 28.87, 27.86
519, 21-6-2019, 0:36:27, 29.06, 27.86
520, 21-6-2019, 0:37:28, 29.00, 27.86
521, 21-6-2019, 0:38:29, 29.00, 27.86
522, 21-6-2019, 0:39:30, 28.94, 27.86
523, 21-6-2019, 0:40:31, 28.94, 27.86
524, 21-6-2019, 0:41:31, 28.94, 27.86
525, 21-6-2019, 0:42:32, 28.87, 27.86
526, 21-6-2019, 0:43:33, 28.87, 27.86
527, 21-6-2019, 0:44:34, 28.81, 27.86
528, 21-6-2019, 0:45:35, 28.81, 27.86
529, 21-6-2019, 0:46:35, 28.87, 28.35
530, 21-6-2019, 0:47:36, 28.75, 27.86
531, 21-6-2019, 0:48:37, 28.81, 27.86
532, 21-6-2019, 0:49:38, 28.69, 27.86
533, 21-6-2019, 0:50:39, 28.81, 27.86
534, 21-6-2019, 0:51:39, 28.87, 27.86
535, 21-6-2019, 0:52:40, 28.81, 27.86
536, 21-6-2019, 0:53:41, 28.75, 27.86
537, 21-6-2019, 0:54:42, 28.81, 27.86
538, 21-6-2019, 0:55:43, 28.75, 27.86
539, 21-6-2019, 0:56:43, 28.75, 27.86
540, 21-6-2019, 0:57:44, 28.75, 27.86
541, 21-6-2019, 0:58:45, 28.75, 27.37
542, 21-6-2019, 0:59:46, 28.69, 27.86
543, 21-6-2019, 1:0:47, 28.75, 27.86
544, 21-6-2019, 1:1:47, 28.62, 27.86
545, 21-6-2019, 1:2:48, 28.69, 27.86
546, 21-6-2019, 1:3:49, 28.69, 27.86
547, 21-6-2019, 1:4:50, 28.56, 27.86
548, 21-6-2019, 1:5:51, 28.69, 27.86
549, 21-6-2019, 1:6:51, 28.62, 27.86
550, 21-6-2019, 1:7:52, 28.62, 27.86
551, 21-6-2019, 1:8:53, 28.69, 27.86
552, 21-6-2019, 1:9:54, 28.69, 27.37
553, 21-6-2019, 1:10:55, 28.62, 27.37
554, 21-6-2019, 1:11:55, 28.62, 27.37
555, 21-6-2019, 1:12:56, 28.62, 27.37
556, 21-6-2019, 1:13:57, 28.62, 27.37
557, 21-6-2019, 1:14:58, 28.56, 27.37
558, 21-6-2019, 1:15:59, 28.56, 27.37
559, 21-6-2019, 1:16:59, 28.37, 27.37
560, 21-6-2019, 1:18:0, 28.56, 27.86
561, 21-6-2019, 1:19:1, 28.56, 27.37
562, 21-6-2019, 1:20:2, 28.56, 27.37
563, 21-6-2019, 1:21:3, 28.56, 27.37
564, 21-6-2019, 1:22:3, 28.56, 27.37
565, 21-6-2019, 1:23:4, 28.37, 27.37
566, 21-6-2019, 1:24:5, 28.50, 27.37
567, 21-6-2019, 1:25:6, 28.44, 27.37
568, 21-6-2019, 1:26:7, 28.44, 27.37
569, 21-6-2019, 1:27:7, 28.44, 27.37
570, 21-6-2019, 1:28:8, 28.44, 27.37
571, 21-6-2019, 1:29:9, 28.44, 27.37
572, 21-6-2019, 1:30:10, 28.44, 27.37
573, 21-6-2019, 1:31:11, 28.31, 27.37
574, 21-6-2019, 1:32:11, 28.44, 27.37
575, 21-6-2019, 1:33:12, 28.44, 27.37
576, 21-6-2019, 1:34:13, 28.37, 27.37
577, 21-6-2019, 1:35:14, 28.37, 27.37
578, 21-6-2019, 1:36:15, 28.37, 27.37
579, 21-6-2019, 1:37:15, 28.19, 27.37
580, 21-6-2019, 1:38:16, 28.31, 27.37
581, 21-6-2019, 1:39:17, 28.25, 27.37
582, 21-6-2019, 1:40:18, 28.31, 26.88
583, 21-6-2019, 1:41:19, 28.25, 27.37
584, 21-6-2019, 1:42:19, 28.19, 27.37
585, 21-6-2019, 1:43:20, 28.25, 27.37
586, 21-6-2019, 1:44:21, 28.31, 27.37
587, 21-6-2019, 1:45:22, 28.19, 26.88
588, 21-6-2019, 1:46:23, 28.25, 26.88
589, 21-6-2019, 1:47:23, 28.25, 26.88
590, 21-6-2019, 1:48:24, 28.19, 26.88
591, 21-6-2019, 1:49:25, 28.12, 26.88
592, 21-6-2019, 1:50:26, 28.12, 26.88
593, 21-6-2019, 1:51:27, 28.06, 27.37
594, 21-6-2019, 1:52:27, 28.19, 26.88
595, 21-6-2019, 1:53:28, 28.06, 27.37
596, 21-6-2019, 1:54:29, 28.12, 27.37
597, 21-6-2019, 1:55:30, 28.12, 27.37
598, 21-6-2019, 1:56:31, 28.06, 26.88
599, 21-6-2019, 1:57:31, 28.12, 26.88
600, 21-6-2019, 1:58:32, 28.06, 26.88
601, 21-6-2019, 1:59:33, 28.00, 27.37
602, 21-6-2019, 2:0:34, 28.06, 26.88
603, 21-6-2019, 2:1:35, 27.94, 26.88
604, 21-6-2019, 2:2:36, 28.00, 26.88
605, 21-6-2019, 2:3:36, 28.00, 26.88
606, 21-6-2019, 2:4:37, 27.94, 26.88
607, 21-6-2019, 2:5:38, 28.00, 26.88
608, 21-6-2019, 2:6:39, 27.87, 27.37
609, 21-6-2019, 2:7:40, 28.00, 26.88
610, 21-6-2019, 2:8:40, 27.94, 26.88
611, 21-6-2019, 2:9:41, 27.94, 26.88
612, 21-6-2019, 2:10:42, 27.87, 26.88
613, 21-6-2019, 2:11:43, 27.87, 26.88
614, 21-6-2019, 2:12:44, 27.81, 26.88
615, 21-6-2019, 2:13:44, 27.87, 26.88
616, 21-6-2019, 2:14:45, 27.81, 26.88
617, 21-6-2019, 2:15:46, 27.94, 26.88
618, 21-6-2019, 2:16:47, 27.87, 26.88
619, 21-6-2019, 2:17:48, 27.75, 26.88
620, 21-6-2019, 2:18:48, 27.87, 26.88
621, 21-6-2019, 2:19:49, 27.87, 26.88
622, 21-6-2019, 2:20:50, 27.75, 26.88
623, 21-6-2019, 2:21:51, 27.87, 26.88
624, 21-6-2019, 2:22:52, 27.81, 26.88
625, 21-6-2019, 2:23:52, 27.81, 26.88
626, 21-6-2019, 2:24:53, 27.81, 26.88
627, 21-6-2019, 2:25:54, 27.75, 26.88
628, 21-6-2019, 2:26:55, 27.75, 26.88
629, 21-6-2019, 2:27:56, 27.62, 26.39
630, 21-6-2019, 2:28:56, 27.62, 26.88
631, 21-6-2019, 2:29:57, 27.75, 26.88
632, 21-6-2019, 2:30:58, 27.75, 26.88
633, 21-6-2019, 2:31:59, 27.75, 26.88
634, 21-6-2019, 2:33:0, 27.75, 26.88
635, 21-6-2019, 2:34:0, 27.75, 26.88
636, 21-6-2019, 2:35:1, 27.75, 26.39
637, 21-6-2019, 2:36:2, 27.69, 26.88
638, 21-6-2019, 2:37:3, 27.69, 26.88
639, 21-6-2019, 2:38:4, 27.56, 26.88
640, 21-6-2019, 2:39:4, 27.69, 26.88
641, 21-6-2019, 2:40:5, 27.69, 27.37
642, 21-6-2019, 2:41:6, 27.62, 26.88
643, 21-6-2019, 2:42:7, 27.69, 26.88
644, 21-6-2019, 2:43:8, 27.62, 26.88
645, 21-6-2019, 2:44:8, 27.50, 26.88
646, 21-6-2019, 2:45:9, 27.56, 26.39
647, 21-6-2019, 2:46:10, 27.62, 26.88
648, 21-6-2019, 2:47:11, 27.62, 26.88
649, 21-6-2019, 2:48:12, 27.62, 26.88
650, 21-6-2019, 2:49:12, 27.56, 26.39
651, 21-6-2019, 2:50:13, 27.50, 26.39
652, 21-6-2019, 2:51:14, 27.56, 26.39
653, 21-6-2019, 2:52:15, 27.56, 26.39
654, 21-6-2019, 2:53:16, 27.56, 26.39
655, 21-6-2019, 2:54:16, 27.56, 26.39
656, 21-6-2019, 2:55:17, 27.37, 26.39
657, 21-6-2019, 2:56:18, 27.50, 26.39
658, 21-6-2019, 2:57:19, 27.50, 26.39
659, 21-6-2019, 2:58:20, 27.44, 26.39
660, 21-6-2019, 2:59:20, 27.50, 26.39
661, 21-6-2019, 3:0:21, 27.44, 26.88
662, 21-6-2019, 3:1:22, 27.37, 26.39
663, 21-6-2019, 3:2:23, 27.44, 26.39
664, 21-6-2019, 3:3:24, 27.50, 26.39
665, 21-6-2019, 3:4:24, 27.44, 26.39
666, 21-6-2019, 3:5:25, 27.37, 26.39
667, 21-6-2019, 3:6:26, 27.44, 26.39
668, 21-6-2019, 3:7:27, 27.37, 26.39
669, 21-6-2019, 3:8:28, 27.31, 26.39
670, 21-6-2019, 3:9:28, 27.37, 26.39
671, 21-6-2019, 3:10:29, 27.37, 26.39
672, 21-6-2019, 3:11:30, 27.37, 26.39
673, 21-6-2019, 3:12:31, 27.31, 26.39
674, 21-6-2019, 3:13:32, 27.31, 26.39
675, 21-6-2019, 3:14:32, 27.19, 26.39
676, 21-6-2019, 3:15:33, 27.31, 26.39
677, 21-6-2019, 3:16:34, 27.25, 26.39
678, 21-6-2019, 3:17:35, 27.25, 26.39
679, 21-6-2019, 3:18:36, 27.19, 26.39
680, 21-6-2019, 3:19:36, 27.19, 26.39
681, 21-6-2019, 3:20:37, 27.19, 26.39
682, 21-6-2019, 3:21:38, 27.06, 26.39
683, 21-6-2019, 3:22:39, 27.25, 26.39
684, 21-6-2019, 3:23:40, 27.19, 26.39
685, 21-6-2019, 3:24:40, 27.19, 26.39
686, 21-6-2019, 3:25:41, 27.19, 26.39
687, 21-6-2019, 3:26:42, 27.19, 26.39
688, 21-6-2019, 3:27:43, 27.19, 26.39
689, 21-6-2019, 3:28:44, 27.12, 25.90
690, 21-6-2019, 3:29:45, 27.12, 26.39
691, 21-6-2019, 3:30:45, 27.12, 25.90
692, 21-6-2019, 3:31:46, 26.94, 25.90
693, 21-6-2019, 3:32:47, 27.06, 25.90
694, 21-6-2019, 3:33:48, 27.06, 25.90
695, 21-6-2019, 3:34:49, 27.06, 25.90
696, 21-6-2019, 3:35:49, 27.06, 26.39
697, 21-6-2019, 3:36:50, 27.00, 25.90
698, 21-6-2019, 3:37:51, 27.06, 26.39
699, 21-6-2019, 3:38:52, 27.00, 25.90
700, 21-6-2019, 3:39:53, 27.00, 25.90
701, 21-6-2019, 3:40:53, 27.00, 25.90
702, 21-6-2019, 3:41:54, 26.94, 25.90
703, 21-6-2019, 3:42:55, 27.06, 25.90
704, 21-6-2019, 3:43:56, 27.00, 25.90
705, 21-6-2019, 3:44:57, 27.00, 25.90
706, 21-6-2019, 3:45:57, 26.94, 26.39
707, 21-6-2019, 3:46:58, 27.00, 25.90
708, 21-6-2019, 3:47:59, 26.81, 25.90
709, 21-6-2019, 3:49:0, 26.94, 25.90
710, 21-6-2019, 3:50:1, 26.81, 25.90
711, 21-6-2019, 3:51:1, 26.87, 25.90
712, 21-6-2019, 3:52:2, 26.87, 25.90
713, 21-6-2019, 3:53:3, 26.87, 25.90
714, 21-6-2019, 3:54:4, 26.87, 25.90
715, 21-6-2019, 3:55:5, 26.81, 25.90
716, 21-6-2019, 3:56:5, 26.87, 25.90
717, 21-6-2019, 3:57:6, 26.87, 25.90
718, 21-6-2019, 3:58:7, 26.87, 25.90
719, 21-6-2019, 3:59:8, 26.81, 25.90
720, 21-6-2019, 4:0:9, 26.87, 25.90
721, 21-6-2019, 4:1:9, 26.87, 25.90
722, 21-6-2019, 4:2:10, 26.87, 25.90
723, 21-6-2019, 4:3:11, 26.87, 25.90
724, 21-6-2019, 4:4:12, 26.87, 25.90
725, 21-6-2019, 4:5:13, 26.81, 25.90
726, 21-6-2019, 4:6:13, 26.81, 25.90
727, 21-6-2019, 4:7:14, 26.69, 25.90
728, 21-6-2019, 4:8:15, 26.75, 25.90
729, 21-6-2019, 4:9:16, 26.75, 25.90
730, 21-6-2019, 4:10:17, 26.81, 25.90
731, 21-6-2019, 4:11:17, 26.81, 25.90
732, 21-6-2019, 4:12:18, 26.81, 25.90
733, 21-6-2019, 4:13:19, 26.62, 25.90
734, 21-6-2019, 4:14:20, 26.62, 25.90
735, 21-6-2019, 4:15:21, 26.75, 25.90
736, 21-6-2019, 4:16:21, 26.75, 25.90
737, 21-6-2019, 4:17:22, 26.75, 25.90
738, 21-6-2019, 4:18:23, 26.69, 25.90
739, 21-6-2019, 4:19:24, 26.75, 25.90
740, 21-6-2019, 4:20:25, 26.69, 25.42
741, 21-6-2019, 4:21:25, 26.75, 25.90
742, 21-6-2019, 4:22:26, 26.69, 25.90
743, 21-6-2019, 4:23:27, 26.62, 25.90
744, 21-6-2019, 4:24:28, 26.62, 25.90
745, 21-6-2019, 4:25:29, 26.62, 25.90
746, 21-6-2019, 4:26:29, 26.56, 25.90
747, 21-6-2019, 4:27:30, 26.56, 25.90
748, 21-6-2019, 4:28:31, 26.50, 25.90
749, 21-6-2019, 4:29:32, 26.62, 25.90
750, 21-6-2019, 4:30:33, 26.69, 25.90
751, 21-6-2019, 4:31:34, 26.62, 25.90
752, 21-6-2019, 4:32:34, 26.50, 25.42
753, 21-6-2019, 4:33:35, 26.69, 25.90
754, 21-6-2019, 4:34:36, 26.50, 25.90
755, 21-6-2019, 4:35:37, 26.56, 25.90
756, 21-6-2019, 4:36:38, 26.62, 25.90
757, 21-6-2019, 4:37:38, 26.62, 25.90
758, 21-6-2019, 4:38:39, 26.50, 25.42
759, 21-6-2019, 4:39:40, 26.56, 25.42
760, 21-6-2019, 4:40:41, 26.44, 25.42
761, 21-6-2019, 4:41:42, 26.50, 25.42
762, 21-6-2019, 4:42:42, 26.50, 25.90
763, 21-6-2019, 4:43:43, 26.37, 25.90
764, 21-6-2019, 4:44:44, 26.56, 25.90
765, 21-6-2019, 4:45:45, 26.50, 25.42
766, 21-6-2019, 4:46:46, 26.50, 25.42
767, 21-6-2019, 4:47:46, 26.50, 25.90
768, 21-6-2019, 4:48:47, 26.37, 25.42
769, 21-6-2019, 4:49:48, 26.37, 25.42
770, 21-6-2019, 4:50:49, 26.50, 25.42
771, 21-6-2019, 4:51:50, 26.50, 25.42
772, 21-6-2019, 4:52:50, 26.44, 25.42
773, 21-6-2019, 4:53:51, 26.44, 25.42
774, 21-6-2019, 4:54:52, 26.37, 25.90
775, 21-6-2019, 4:55:53, 26.31, 25.42
776, 21-6-2019, 4:56:54, 26.44, 25.42
777, 21-6-2019, 4:57:54, 26.31, 25.42
778, 21-6-2019, 4:58:55, 26.37, 25.42
779, 21-6-2019, 4:59:56, 26.25, 25.42
780, 21-6-2019, 5:0:57, 26.31, 25.42
781, 21-6-2019, 5:1:58, 26.31, 25.42
782, 21-6-2019, 5:2:58, 26.37, 25.42
783, 21-6-2019, 5:3:59, 26.31, 25.42
784, 21-6-2019, 5:5:0, 26.25, 25.42
785, 21-6-2019, 5:6:1, 26.31, 25.42
786, 21-6-2019, 5:7:2, 26.31, 25.42
787, 21-6-2019, 5:8:3, 26.19, 25.42
788, 21-6-2019, 5:9:3, 26.25, 25.42
789, 21-6-2019, 5:10:4, 26.12, 25.42
790, 21-6-2019, 5:11:5, 26.31, 25.42
791, 21-6-2019, 5:12:6, 26.31, 25.42
792, 21-6-2019, 5:13:7, 26.31, 25.42
793, 21-6-2019, 5:14:7, 26.25, 25.42
794, 21-6-2019, 5:15:8, 26.12, 25.42
795, 21-6-2019, 5:16:9, 26.19, 25.42
796, 21-6-2019, 5:17:10, 26.19, 25.42
797, 21-6-2019, 5:18:11, 26.19, 25.42
798, 21-6-2019, 5:19:11, 26.12, 25.42
799, 21-6-2019, 5:20:12, 26.12, 25.42
800, 21-6-2019, 5:21:13, 26.19, 25.42
801, 21-6-2019, 5:22:14, 26.12, 24.93
802, 21-6-2019, 5:23:15, 26.12, 25.42
803, 21-6-2019, 5:24:15, 26.19, 25.42
804, 21-6-2019, 5:25:16, 26.12, 25.42
805, 21-6-2019, 5:26:17, 26.19, 25.42
806, 21-6-2019, 5:27:18, 26.12, 25.42
807, 21-6-2019, 5:28:19, 26.12, 25.42
808, 21-6-2019, 5:29:19, 26.06, 25.42
809, 21-6-2019, 5:30:20, 26.12, 25.42
810, 21-6-2019, 5:31:21, 26.12, 25.42
811, 21-6-2019, 5:32:22, 26.12, 25.42
812, 21-6-2019, 5:33:23, 25.94, 25.42
813, 21-6-2019, 5:34:23, 26.12, 25.42
814, 21-6-2019, 5:35:24, 25.94, 24.93
815, 21-6-2019, 5:36:25, 26.12, 25.42
816, 21-6-2019, 5:37:26, 26.12, 25.42
817, 21-6-2019, 5:38:27, 26.12, 25.42
818, 21-6-2019, 5:39:27, 26.06, 25.42
819, 21-6-2019, 5:40:28, 26.00, 25.42
820, 21-6-2019, 5:41:29, 25.94, 25.42
821, 21-6-2019, 5:42:30, 26.06, 25.42
822, 21-6-2019, 5:43:31, 26.00, 24.93
823, 21-6-2019, 5:44:31, 26.00, 24.93
824, 21-6-2019, 5:45:32, 25.94, 24.93
825, 21-6-2019, 5:46:33, 25.81, 24.93
826, 21-6-2019, 5:47:34, 25.94, 25.42
827, 21-6-2019, 5:48:35, 25.94, 24.93
828, 21-6-2019, 5:49:36, 25.94, 24.93
829, 21-6-2019, 5:50:36, 25.94, 24.93
830, 21-6-2019, 5:51:37, 25.87, 24.93
831, 21-6-2019, 5:52:38, 25.94, 25.42
832, 21-6-2019, 5:53:39, 25.94, 24.93
833, 21-6-2019, 5:54:40, 25.87, 24.93
834, 21-6-2019, 5:55:40, 25.81, 24.93
835, 21-6-2019, 5:56:41, 25.94, 24.93
836, 21-6-2019, 5:57:42, 25.94, 24.93
837, 21-6-2019, 5:58:43, 25.94, 24.93
838, 21-6-2019, 5:59:44, 25.87, 24.93
839, 21-6-2019, 6:0:44, 25.87, 24.93
840, 21-6-2019, 6:1:45, 25.87, 24.93
841, 21-6-2019, 6:2:46, 25.81, 24.93
842, 21-6-2019, 6:3:47, 25.87, 24.93
843, 21-6-2019, 6:4:48, 25.75, 24.93
844, 21-6-2019, 6:5:48, 25.87, 24.93
845, 21-6-2019, 6:6:49, 25.75, 24.93
846, 21-6-2019, 6:7:50, 25.81, 24.93
847, 21-6-2019, 6:8:51, 25.69, 24.93
848, 21-6-2019, 6:9:52, 25.81, 24.93
849, 21-6-2019, 6:10:52, 25.81, 24.93
850, 21-6-2019, 6:11:53, 25.81, 24.93
851, 21-6-2019, 6:12:54, 25.75, 24.93
852, 21-6-2019, 6:13:55, 25.81, 24.93
853, 21-6-2019, 6:14:56, 25.81, 24.93
854, 21-6-2019, 6:15:56, 25.75, 24.93
855, 21-6-2019, 6:16:57, 25.62, 24.93
856, 21-6-2019, 6:17:58, 25.75, 24.93
857, 21-6-2019, 6:18:59, 25.62, 24.44
858, 21-6-2019, 6:20:0, 25.75, 24.93
859, 21-6-2019, 6:21:0, 25.81, 24.93
860, 21-6-2019, 6:22:1, 25.56, 24.93
861, 21-6-2019, 6:23:2, 25.56, 24.93
862, 21-6-2019, 6:24:3, 25.75, 24.93
863, 21-6-2019, 6:25:4, 25.69, 24.93
864, 21-6-2019, 6:26:5, 25.69, 24.93
865, 21-6-2019, 6:27:5, 25.69, 24.93
866, 21-6-2019, 6:28:6, 25.69, 24.93
867, 21-6-2019, 6:29:7, 25.62, 24.93
868, 21-6-2019, 6:30:8, 25.50, 24.93
869, 21-6-2019, 6:31:9, 25.62, 24.93
870, 21-6-2019, 6:32:9, 25.62, 24.93
871, 21-6-2019, 6:33:10, 25.69, 24.93
872, 21-6-2019, 6:34:11, 25.62, 24.93
873, 21-6-2019, 6:35:12, 25.69, 25.42
874, 21-6-2019, 6:36:13, 25.69, 24.93
875, 21-6-2019, 6:37:13, 25.62, 25.42
876, 21-6-2019, 6:38:14, 25.62, 24.93
877, 21-6-2019, 6:39:15, 25.62, 25.42
878, 21-6-2019, 6:40:16, 25.62, 25.42
879, 21-6-2019, 6:41:17, 25.50, 25.42
880, 21-6-2019, 6:42:17, 25.62, 25.42
881, 21-6-2019, 6:43:18, 25.62, 25.42
882, 21-6-2019, 6:44:19, 25.62, 25.42
883, 21-6-2019, 6:45:20, 25.62, 25.42
884, 21-6-2019, 6:46:21, 25.56, 25.42
885, 21-6-2019, 6:47:21, 25.69, 25.42
886, 21-6-2019, 6:48:22, 25.56, 25.42
887, 21-6-2019, 6:49:23, 25.56, 25.90
888, 21-6-2019, 6:50:24, 25.50, 25.90
889, 21-6-2019, 6:51:25, 25.56, 25.90
890, 21-6-2019, 6:52:25, 25.50, 25.90
891, 21-6-2019, 6:53:26, 25.50, 25.90
892, 21-6-2019, 6:54:27, 25.62, 25.90
893, 21-6-2019, 6:55:28, 25.62, 26.39
894, 21-6-2019, 6:56:29, 25.44, 26.39
895, 21-6-2019, 6:57:29, 25.56, 26.39
896, 21-6-2019, 6:58:30, 25.44, 26.39
897, 21-6-2019, 6:59:31, 25.44, 26.39
898, 21-6-2019, 7:0:32, 25.56, 26.39
899, 21-6-2019, 7:1:33, 25.56, 26.39
900, 21-6-2019, 7:2:33, 25.69, 26.88
901, 21-6-2019, 7:3:34, 25.62, 26.88
902, 21-6-2019, 7:4:35, 25.62, 26.88
903, 21-6-2019, 7:5:36, 25.69, 26.88
904, 21-6-2019, 7:6:37, 25.69, 26.88
905, 21-6-2019, 7:7:38, 25.56, 26.88
906, 21-6-2019, 7:8:38, 25.69, 27.37
907, 21-6-2019, 7:9:39, 25.62, 26.88
908, 21-6-2019, 7:10:40, 25.81, 27.37
909, 21-6-2019, 7:11:41, 25.75, 27.37
910, 21-6-2019, 7:12:42, 25.69, 27.37
911, 21-6-2019, 7:13:42, 25.81, 27.37
912, 21-6-2019, 7:14:43, 25.87, 27.37
913, 21-6-2019, 7:15:44, 25.81, 27.37
914, 21-6-2019, 7:16:45, 25.94, 27.37
915, 21-6-2019, 7:17:46, 25.75, 27.37
916, 21-6-2019, 7:18:46, 25.94, 27.86
917, 21-6-2019, 7:19:47, 25.87, 27.37
918, 21-6-2019, 7:20:48, 25.87, 27.86
919, 21-6-2019, 7:21:49, 25.87, 27.86
920, 21-6-2019, 7:22:50, 25.81, 27.86
921, 21-6-2019, 7:23:50, 25.81, 27.86
922, 21-6-2019, 7:24:51, 26.00, 27.86
923, 21-6-2019, 7:25:52, 25.94, 27.86
924, 21-6-2019, 7:26:53, 25.94, 27.86
925, 21-6-2019, 7:27:54, 26.00, 27.86
926, 21-6-2019, 7:28:54, 26.00, 27.86
927, 21-6-2019, 7:29:55, 26.00, 28.35
928, 21-6-2019, 7:30:56, 26.00, 28.35
929, 21-6-2019, 7:31:57, 26.00, 28.35
930, 21-6-2019, 7:32:58, 26.12, 28.84
931, 21-6-2019, 7:33:58, 26.12, 28.84
932, 21-6-2019, 7:34:59, 25.94, 28.84
933, 21-6-2019, 7:36:0, 26.12, 28.84
934, 21-6-2019, 7:37:1, 26.06, 29.33
935, 21-6-2019, 7:38:2, 26.12, 29.33
936, 21-6-2019, 7:39:2, 26.12, 29.33
937, 21-6-2019, 7:40:3, 26.12, 28.84
938, 21-6-2019, 7:41:4, 26.19, 28.84
939, 21-6-2019, 7:42:5, 26.31, 29.33
940, 21-6-2019, 7:43:6, 26.25, 29.81
941, 21-6-2019, 7:44:6, 26.31, 29.81
942, 21-6-2019, 7:45:7, 26.19, 29.33
943, 21-6-2019, 7:46:8, 26.31, 29.81
944, 21-6-2019, 7:47:9, 26.37, 29.81
945, 21-6-2019, 7:48:10, 26.44, 29.81
946, 21-6-2019, 7:49:10, 26.44, 29.81
947, 21-6-2019, 7:50:11, 26.44, 30.30
948, 21-6-2019, 7:51:12, 26.50, 30.30
949, 21-6-2019, 7:52:13, 26.50, 29.81
950, 21-6-2019, 7:53:14, 26.56, 30.30
951, 21-6-2019, 7:54:15, 26.50, 30.79
952, 21-6-2019, 7:55:15, 26.56, 30.79
953, 21-6-2019, 7:56:16, 26.62, 30.79
954, 21-6-2019, 7:57:17, 26.69, 31.28
955, 21-6-2019, 7:58:18, 26.62, 30.79
956, 21-6-2019, 7:59:19, 26.81, 30.79
957, 21-6-2019, 8:0:19, 26.81, 30.79
958, 21-6-2019, 8:1:20, 26.81, 31.28
959, 21-6-2019, 8:2:21, 26.81, 31.28
960, 21-6-2019, 8:3:22, 26.87, 31.77
961, 21-6-2019, 8:4:23, 26.87, 31.77
962, 21-6-2019, 8:5:23, 26.94, 31.77
963, 21-6-2019, 8:6:24, 26.94, 30.79
964, 21-6-2019, 8:7:25, 27.00, 30.79
965, 21-6-2019, 8:8:26, 27.06, 30.79
966, 21-6-2019, 8:9:27, 27.06, 30.79
967, 21-6-2019, 8:10:27, 27.12, 31.28
968, 21-6-2019, 8:11:28, 27.12, 31.77
969, 21-6-2019, 8:12:29, 27.19, 31.28
970, 21-6-2019, 8:13:30, 27.25, 31.28
971, 21-6-2019, 8:14:31, 27.19, 30.79
972, 21-6-2019, 8:15:31, 27.25, 30.30
973, 21-6-2019, 8:16:32, 27.19, 29.81
974, 21-6-2019, 8:17:33, 27.25, 30.30
975, 21-6-2019, 8:18:34, 27.44, 30.30
976, 21-6-2019, 8:19:35, 27.37, 30.79
977, 21-6-2019, 8:20:35, 27.50, 31.28
978, 21-6-2019, 8:21:36, 27.56, 31.77
979, 21-6-2019, 8:22:37, 27.44, 31.77
980, 21-6-2019, 8:23:38, 27.56, 31.28
981, 21-6-2019, 8:24:39, 27.69, 30.30
982, 21-6-2019, 8:25:39, 27.69, 30.79
983, 21-6-2019, 8:26:40, 27.62, 31.77
984, 21-6-2019, 8:27:41, 27.75, 31.77
985, 21-6-2019, 8:28:42, 27.75, 30.79
986, 21-6-2019, 8:29:43, 27.81, 31.28
987, 21-6-2019, 8:30:44, 27.75, 31.28
988, 21-6-2019, 8:31:44, 27.94, 31.28
989, 21-6-2019, 8:32:45, 27.94, 31.77
990, 21-6-2019, 8:33:46, 28.00, 31.77
991, 21-6-2019, 8:34:47, 28.06, 32.26
992, 21-6-2019, 8:35:48, 28.06, 32.26
993, 21-6-2019, 8:36:48, 28.12, 32.26
994, 21-6-2019, 8:37:49, 28.12, 32.75
995, 21-6-2019, 8:38:50, 28.25, 33.24
996, 21-6-2019, 8:39:51, 28.19, 33.24
997, 21-6-2019, 8:40:52, 28.31, 33.24
998, 21-6-2019, 8:41:52, 28.25, 33.24
999, 21-6-2019, 8:42:53, 28.25, 32.75
1000, 21-6-2019, 8:43:54, 28.44, 32.75
1001, 21-6-2019, 8:44:55, 28.50, 32.75
1002, 21-6-2019, 8:45:56, 28.56, 33.24
1003, 21-6-2019, 8:46:56, 28.50, 33.24
1004, 21-6-2019, 8:47:57, 28.69, 33.72
1005, 21-6-2019, 8:48:58, 28.62, 33.24
1006, 21-6-2019, 8:49:59, 28.69, 33.72
1007, 21-6-2019, 8:50:59, 28.81, 33.72
1008, 21-6-2019, 8:52:0, 28.87, 33.72
1009, 21-6-2019, 8:53:1, 28.87, 33.72
1010, 21-6-2019, 8:54:2, 28.87, 33.72
1011, 21-6-2019, 8:55:3, 29.06, 33.24
1012, 21-6-2019, 8:56:4, 29.00, 33.24
1013, 21-6-2019, 8:57:5, 29.12, 33.24
1014, 21-6-2019, 8:58:6, 29.06, 33.24
1015, 21-6-2019, 8:59:7, 29.25, 32.75
1016, 21-6-2019, 9:0:7, 29.25, 32.26
1017, 21-6-2019, 9:1:8, 29.31, 32.75
1018, 21-6-2019, 9:2:8, 29.31, 33.24
1019, 21-6-2019, 9:3:9, 29.31, 33.24
1020, 21-6-2019, 9:4:10, 29.50, 33.24
1021, 21-6-2019, 9:5:0, 29.50, 33.24
1022, 21-6-2019, 9:6:0, 29.62, 33.24
1023, 21-6-2019, 9:7:0, 29.50, 33.24
1024, 21-6-2019, 9:8:0, 29.69, 33.24
1025, 21-6-2019, 9:9:0, 29.75, 34.21
1026, 21-6-2019, 9:10:0, 29.87, 34.7
1027, 21-6-2019, 9:11:0, 29.94, 34.21
1028, 21-6-2019, 9:12:0, 29.81, 34.7
1029, 21-6-2019, 9:13:0, 30.00, 34.7
1030, 21-6-2019, 9:14:0, 30.06, 34.7
